Name,Position,Roster Position,TeamAbbrev,Week,Salary,%Drafted,FPTS,Non_TD_FPTS,TD_FPTS
Tre' Harris,WR,WR/FLEX,LAC,6,3000,1.08%,6.7,6.7,0.0
Derius Davis,WR,WR/FLEX,LAC,6,3000,0.0,0.0,0.0,0.0
KeAndre Lambert-Smith,WR,WR/FLEX,LAC,6,3000,0.0,0.0,0.0,0.0
Luke Grimm,WR,WR/FLEX,LAC,6,3000,0.0,0.0,0.0,0.0
JaQuae Jackson,WR,WR/FLEX,LAC,6,3000,0.01%,0.0,0.0,0.0
Dee Eskridge,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
Cedrick Wilson Jr.,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
Tahj Washington,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
Tyreek Hill,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
A.J. Henning,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
Theo Wease Jr.,WR,WR/FLEX,MIA,6,3000,0.0,0.0,0.0,0.0
Ben Skowronek,WR,WR/FLEX,PIT,6,3000,0.02%,0.0,0.0,0.0
Scotty Miller,WR,WR/FLEX,PIT,6,3000,0.02%,0.0,0.0,0.0
Roman Wilson,WR,WR/FLEX,PIT,6,3000,0.03%,2.2,2.2,0.0
Isaiah Hodgins,WR,WR/FLEX,PIT,6,3000,0.0,0.0,0.0,0.0
Max Hurleman,WR,WR/FLEX,PIT,6,3000,0.0,0.0,0.0,0.0
Ke'Shawn Williams,WR,WR/FLEX,PIT,6,3000,0.0,0.0,0.0,0.0
Malachi Corley,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Gage Larvadain,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Cedric Tillman,WR,WR/FLEX,CLE,6,3000,0.16%,0.0,0.0,0.0
DeAndre Carter,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
David Bell,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Cade McDonald,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Luke Floriea,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Kaden Davis,WR,WR/FLEX,CLE,6,3000,0.0,0.0,0.0,0.0
Ryan Miller,WR,WR/FLEX,TB,6,3000,0.0,0.0,0.0,0.0
Kameron Johnson,WR,WR/FLEX,TB,6,3000,0.0,0.0,0.0,0.0
Jaden Smith,WR,WR/FLEX,TB,6,3000,0.0,0.0,0.0,0.0
Garrett Greene,WR,WR/FLEX,TB,6,3000,0.0,0.0,0.0,0.0
Dennis Houston,WR,WR/FLEX,TB,6,3000,0.0,0.0,0.0,0.0
Skyy Moore,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Jordan Watkins,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Jacob Cowing,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Russell Gage Jr.,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Trent Taylor,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Junior Bergen,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Malik Turner,WR,WR/FLEX,SF,6,3000,0.0,0.0,0.0,0.0
Alex Bachman,WR,WR/FLEX,LV,6,3000,0.0,0.0,0.0,0.0
Justin Shorter,WR,WR/FLEX,LV,6,3000,0.0,0.0,0.0,0.0
Phillip Dorsett II,WR,WR/FLEX,LV,6,3000,0.01%,0.0,0.0,0.0
Shedrick Jackson,WR,WR/FLEX,LV,6,3000,0.0,0.0,0.0,0.0
Chimere Dike,WR,WR/FLEX,TEN,6,3000,0.09%,2.8,2.8,0.0
Van Jefferson,WR,WR/FLEX,TEN,6,3000,0.0,0.0,0.0,0.0
Bryce Oliver,WR,WR/FLEX,TEN,6,3000,0.0,0.0,0.0,0.0
James Proche II,WR,WR/FLEX,TEN,6,3000,0.0,0.0,0.0,0.0
Treylon Burks,WR,WR/FLEX,TEN,6,3000,0.01%,0.0,0.0,0.0
Mason Kinsey,WR,WR/FLEX,TEN,6,3000,0.0,0.0,0.0,0.0
Xavier Restrepo,WR,WR/FLEX,TEN,6,3000,0.0,0.0,0.0,0.0
Malik Heath,WR,WR/FLEX,GB,6,3000,0.0,0.0,0.0,0.0
Savion Williams,WR,WR/FLEX,GB,6,3000,0.01%,0.3,0.3,0.0
Jayden Reed,WR,WR/FLEX,GB,6,3000,0.0,0.0,0.0,0.0
Isaiah Neyor,WR,WR/FLEX,GB,6,3000,0.0,0.0,0.0,0.0
Will Sheppard,WR,WR/FLEX,GB,6,3000,0.01%,0.0,0.0,0.0
Jakobie Keeney-James,WR,WR/FLEX,GB,6,3000,0.0,0.0,0.0,0.0
Mitch Tinsley,WR,WR/FLEX,CIN,6,3000,0.0,0.0,0.0,0.0
Charlie Jones,WR,WR/FLEX,CIN,6,3000,0.0,0.0,0.0,0.0
Jermaine Burton,WR,WR/FLEX,CIN,6,3000,0.0,0.0,0.0,0.0
Kendric Pryor,WR,WR/FLEX,CIN,6,3000,0.0,0.0,0.0,0.0
Jordan Moore,WR,WR/FLEX,CIN,6,3000,0.0,0.0,0.0,0.0
Mike Gesicki,TE,TE/FLEX,CIN,6,3000,0.08%,0.0,0.0,0.0
Devaughn Vele,WR,WR/FLEX,NO,6,3000,0.05%,0.0,0.0,0.0
Mason Tipton,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Ja'Lynn Polk,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Trey Palmer,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Kevin Austin Jr.,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Tommy Mellott,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Dante Pettis,WR,WR/FLEX,NO,6,3000,0.0,0.0,0.0,0.0
Kyle Williams,WR,WR/FLEX,NE,6,3000,0.01%,0.0,0.0,0.0
Efton Chism III,WR,WR/FLEX,NE,6,3000,0.0,0.0,0.0,0.0
John Jiles,WR,WR/FLEX,NE,6,3000,0.0,0.0,0.0,0.0
Jeremiah Webb,WR,WR/FLEX,NE,6,3000,0.0,0.0,0.0,0.0
Taysom Hill,TE,TE/FLEX,NO,6,3000,1.14%,6.1,0.1,6.0
Jalen Royals,WR,WR/FLEX,KC,6,3000,0.03%,0.0,0.0,0.0
Jason Brownlee,WR,WR/FLEX,KC,6,3000,0.0,0.0,0.0,0.0
Nikko Remigio,WR,WR/FLEX,KC,6,3000,0.0,0.0,0.0,0.0
Rashee Rice,WR,WR/FLEX,KC,6,3000,0.0,0.0,0.0,0.0
Jimmy Holiday,WR,WR/FLEX,KC,6,3000,0.0,0.0,0.0,0.0
Dominic Lovett,WR,WR/FLEX,DET,6,3000,0.0,0.0,0.0,0.0
Jackson Meeks,WR,WR/FLEX,DET,6,3000,0.0,0.0,0.0,0.0
Malik Cunningham,WR,WR/FLEX,DET,6,3000,0.0,0.0,0.0,0.0
Tom Kennedy,WR,WR/FLEX,DET,6,3000,0.0,0.0,0.0,0.0
Tyrell Shavers,WR,WR/FLEX,BUF,6,3000,0.01%,5.7,5.7,0.0
Stephen Gosnell,WR,WR/FLEX,BUF,6,3000,0.0,0.0,0.0,0.0
Kristian Wilkerson,WR,WR/FLEX,BUF,6,3000,0.0,0.0,0.0,0.0
David Sills V,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
KhaDarel Hodge,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Jamal Agnew,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Nick Nash,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Deven Thompkins,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Dylan Drummond,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Chris Blair,WR,WR/FLEX,ATL,6,3000,0.0,0.0,0.0,0.0
Noah Brown,WR,WR/FLEX,WAS,6,3000,0.03%,0.0,0.0,0.0
Chris Moore,WR,WR/FLEX,WAS,6,3000,0.15%,13.6,7.6,6.0
Tay Martin,WR,WR/FLEX,WAS,6,3000,0.03%,0.0,0.0,0.0
Jacoby Jones,WR,WR/FLEX,WAS,6,3000,0.02%,0.0,0.0,0.0
Ja'Corey Brooks,WR,WR/FLEX,WAS,6,3000,0.0,0.0,0.0,0.0
Robbie Chosen,WR,WR/FLEX,WAS,6,3000,0.01%,0.0,0.0,0.0
Devin Duvernay,WR,WR/FLEX,CHI,6,3000,0.0,0.0,0.0,0.0
Jahdae Walker,WR,WR/FLEX,CHI,6,3000,0.01%,0.0,0.0,0.0
Maurice Alexander,WR,WR/FLEX,CHI,6,3000,0.0,0.0,0.0,0.0
JP Richardson,WR,WR/FLEX,CHI,6,3000,0.0,0.0,0.0,0.0
Miles Boykin,WR,WR/FLEX,CHI,6,3000,0.0,0.0,0.0,0.0
Commanders,DST,DST,WAS,6,3000,1.40%,5.0,0.0,0.0
Tyler Higbee,TE,TE/FLEX,LAR,6,2900,0.13%,14.0,8.0,6.0
Will Dissly,TE,TE/FLEX,LAC,6,2900,0.10%,3.8,3.8,0.0
Buccaneers,DST,DST,TB,6,2900,0.89%,11.0,0.0,0.0
Isaiah Likely,TE,TE/FLEX,BAL,6,2800,0.21%,2.6,2.6,0.0
Mitchell Evans,TE,TE/FLEX,CAR,6,2800,0.30%,3.1,3.1,0.0
Jaguars,DST,DST,JAX,6,2800,4.89%,2.0,0.0,0.0
Austin Hooper,TE,TE/FLEX,NE,6,2800,0.16%,1.5,1.5,0.0
Lions,DST,DST,DET,6,2800,1.16%,2.0,0.0,0.0
Seahawks,DST,DST,SEA,6,2700,2.06%,11.0,0.0,0.0
Tyler Conklin,TE,TE/FLEX,LAC,6,2700,0.08%,0.0,0.0,0.0
Pat Freiermuth,TE,TE/FLEX,PIT,6,2700,0.50%,2.1,2.1,0.0
Gunnar Helm,TE,TE/FLEX,TEN,6,2700,0.16%,3.5,3.5,0.0
Chiefs,DST,DST,KC,6,2700,0.31%,2.0,0.0,0.0
Tommy Tremble,TE,TE/FLEX,CAR,6,2600,1.01%,7.9,7.9,0.0
Cardinals,DST,DST,ARI,6,2600,0.22%,2.0,0.0,0.0
Elijah Arroyo,TE,TE/FLEX,SEA,6,2600,0.04%,1.6,1.6,0.0
Oronde Gadsden II,TE,TE/FLEX,LAC,6,2600,0.40%,12.8,0.0,0.0
Albert Okwuegbunam Jr.,TE,TE/FLEX,LV,6,2600,0.54%,0.0,0.0,0.0
Noah Gray,TE,TE/FLEX,KC,6,2600,0.13%,4.5,4.5,0.0
Brock Wright,TE,TE/FLEX,DET,6,2600,0.14%,0.0,0.0,0.0
Bears,DST,DST,CHI,6,2600,1.10%,9.0,0.0,0.0
Adam Trautman,TE,TE/FLEX,DEN,6,2500,0.17%,0.0,0.0,0.0
Jeremy Ruckert,TE,TE/FLEX,NYJ,6,2500,0.19%,0.0,0.0,0.0
Stone Smartt,TE,TE/FLEX,NYJ,6,2500,0.0,0.0,0.0,0.0
Jelani Woods,TE,TE/FLEX,NYJ,6,2500,0.0,0.0,0.0,0.0
Nate Adkins,TE,TE/FLEX,DEN,6,2500,0.0,0.0,0.0,0.0
Lucas Krull,TE,TE/FLEX,DEN,6,2500,0.0,0.0,0.0,0.0
Mitchell Fraboni,TE,TE/FLEX,DEN,6,2500,0.0,0.0,0.0,0.0
Patrick Murtagh,TE,TE/FLEX,DEN,6,2500,0.0,0.0,0.0,0.0
Caleb Lohner,TE,TE/FLEX,DEN,6,2500,0.0,0.0,0.0,0.0
Grant Calcaterra,TE,TE/FLEX,PHI,6,2500,0.0,0.0,0.0,0.0
Kylen Granson,TE,TE/FLEX,PHI,6,2500,0.01%,0.0,0.0,0.0
Cameron Latu,TE,TE/FLEX,PHI,6,2500,0.0,0.0,0.0,0.0
E.J. Jenkins,TE,TE/FLEX,PHI,6,2500,0.0,0.0,0.0,0.0
Cal Adomitis,TE,TE/FLEX,PHI,6,2500,0.0,0.0,0.0,0.0
Daniel Bellinger,TE,TE/FLEX,NYG,6,2500,0.23%,0.0,0.0,0.0
Chris Manhertz,TE,TE/FLEX,NYG,6,2500,0.0,0.0,0.0,0.0
Thomas Fidone II,TE,TE/FLEX,NYG,6,2500,0.0,0.0,0.0,0.0
Charlie Kolar,TE,TE/FLEX,BAL,6,2500,0.0,0.0,0.0,0.0
Zaire Mitchell-Paden,TE,TE/FLEX,BAL,6,2500,0.0,0.0,0.0,0.0
Davis Allen,TE,TE/FLEX,LAR,6,2500,0.05%,1.7,1.7,0.0
Colby Parkinson,TE,TE/FLEX,LAR,6,2500,0.0,0.0,0.0,0.0
Terrance Ferguson,TE,TE/FLEX,LAR,6,2500,0.0,0.0,0.0,0.0
Mark Redman,TE,TE/FLEX,LAR,6,2500,0.0,0.0,0.0,0.0
James Mitchell,TE,TE/FLEX,CAR,6,2500,0.0,0.0,0.0,0.0
Bryce Pierre,TE,TE/FLEX,CAR,6,2500,0.0,0.0,0.0,0.0
Luke Schoonmaker,TE,TE/FLEX,DAL,6,2500,0.01%,1.8,1.8,0.0
Brevyn Spann-Ford,TE,TE/FLEX,DAL,6,2500,0.0,0.0,0.0,0.0
John Stephens Jr.,TE,TE/FLEX,DAL,6,2500,0.0,0.0,0.0,0.0
Rivaldo Fairweather,TE,TE/FLEX,DAL,6,2500,0.0,0.0,0.0,0.0
Princeton Fant,TE,TE/FLEX,DAL,6,2500,0.0,0.0,0.0,0.0
Tip Reiman,TE,TE/FLEX,ARI,6,2500,0.04%,0.0,0.0,0.0
Elijah Higgins,TE,TE/FLEX,ARI,6,2500,0.0,0.0,0.0,0.0
Travis Vokolek,TE,TE/FLEX,ARI,6,2500,0.0,0.0,0.0,0.0
Josiah Deguara,TE,TE/FLEX,ARI,6,2500,0.0,0.0,0.0,0.0
Mo Alie-Cox,TE,TE/FLEX,IND,6,2500,0.0,0.0,0.0,0.0
Drew Ogletree,TE,TE/FLEX,IND,6,2500,0.0,0.0,0.0,0.0
Will Mallory,TE,TE/FLEX,IND,6,2500,0.0,0.0,0.0,0.0
Maximilian Mang,TE,TE/FLEX,IND,6,2500,0.0,0.0,0.0,0.0
Sean McKeon,TE,TE/FLEX,IND,6,2500,0.0,0.0,0.0,0.0
Johnny Mundt,TE,TE/FLEX,JAX,6,2500,0.10%,2.4,2.4,0.0
Hunter Long,TE,TE/FLEX,JAX,6,2500,3.27%,3.9,3.9,0.0
Patrick Herbert,TE,TE/FLEX,JAX,6,2500,0.0,0.0,0.0,0.0
Quintin Morris,TE,TE/FLEX,JAX,6,2500,0.0,0.0,0.0,0.0
Eric Saubert,TE,TE/FLEX,SEA,6,2500,0.0,0.0,0.0,0.0
Nick Kallerup,TE,TE/FLEX,SEA,6,2500,0.0,0.0,0.0,0.0
Tucker Fisk,TE,TE/FLEX,LAC,6,2500,0.0,0.0,0.0,0.0
Thomas Yassmin,TE,TE/FLEX,LAC,6,2500,0.0,0.0,0.0,0.0
Julian Hill,TE,TE/FLEX,MIA,6,2500,0.01%,6.1,6.1,0.0
Tanner Conner,TE,TE/FLEX,MIA,6,2500,0.0,0.0,0.0,0.0
Jalin Conyers,TE,TE/FLEX,MIA,6,2500,0.0,0.0,0.0,0.0
Hayden Rucci,TE,TE/FLEX,MIA,6,2500,0.0,0.0,0.0,0.0
Greg Dulcich,TE,TE/FLEX,MIA,6,2500,0.0,0.0,0.0,0.0
Darnell Washington,TE,TE/FLEX,PIT,6,2500,0.03%,9.2,9.2,0.0
Donald Parham Jr.,TE,TE/FLEX,PIT,6,2500,0.0,0.0,0.0,0.0
Connor Heyward,TE,TE/FLEX,PIT,6,2500,0.01%,8.2,2.2,6.0
Matt Sokol,TE,TE/FLEX,PIT,6,2500,0.0,0.0,0.0,0.0
Blake Whiteheart,TE,TE/FLEX,CLE,6,2500,0.0,0.0,0.0,0.0
Sal Cannella,TE,TE/FLEX,CLE,6,2500,0.0,0.0,0.0,0.0
Browns,DST,DST,CLE,6,2500,5.26%,0.0,0.0,0.0
Payne Durham,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Devin Culp,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Ko Kieft,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Evan Deckers,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Caden Prieskorn,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Tanner Taula,TE,TE/FLEX,TB,6,2500,0.0,0.0,0.0,0.0
Luke Farrell,TE,TE/FLEX,SF,6,2500,0.0,0.0,0.0,0.0
Brayden Willis,TE,TE/FLEX,SF,6,2500,0.0,0.0,0.0,0.0
Messiah Swinson,TE,TE/FLEX,SF,6,2500,0.0,0.0,0.0,0.0
49ers,DST,DST,SF,6,2500,0.78%,0.0,0.0,0.0
Ian Thomas,TE,TE/FLEX,LV,6,2500,0.0,0.0,0.0,0.0
Carter Runyon,TE,TE/FLEX,LV,6,2500,0.0,0.0,0.0,0.0
David Martin-Robinson,TE,TE/FLEX,TEN,6,2500,0.0,0.0,0.0,0.0
Joel Wilson,TE,TE/FLEX,TEN,6,2500,0.0,0.0,0.0,0.0
Thomas Odukoya,TE,TE/FLEX,TEN,6,2500,0.0,0.0,0.0,0.0
Luke Musgrave,TE,TE/FLEX,GB,6,2500,0.0,0.0,0.0,0.0
John FitzPatrick,TE,TE/FLEX,GB,6,2500,0.0,0.0,0.0,0.0
Ben Sims,TE,TE/FLEX,GB,6,2500,0.0,0.0,0.0,0.0
Josh Whyle,TE,TE/FLEX,GB,6,2500,0.0,0.0,0.0,0.0
Drew Sample,TE,TE/FLEX,CIN,6,2500,0.0,0.0,0.0,0.0
Tanner Hudson,TE,TE/FLEX,CIN,6,2500,0.0,0.0,0.0,0.0
Cam Grandy,TE,TE/FLEX,CIN,6,2500,0.0,0.0,0.0,0.0
Erick All Jr.,TE,TE/FLEX,CIN,6,2500,0.0,0.0,0.0,0.0
William Wagner,TE,TE/FLEX,CIN,6,2500,0.0,0.0,0.0,0.0
Foster Moreau,TE,TE/FLEX,NO,6,2500,0.0,0.0,0.0,0.0
Jack Stoll,TE,TE/FLEX,NO,6,2500,0.0,0.0,0.0,0.0
Mason Pline,TE,TE/FLEX,NO,6,2500,0.0,0.0,0.0,0.0
Treyton Welch,TE,TE/FLEX,NO,6,2500,0.0,0.0,0.0,0.0
Zach Wood,TE,TE/FLEX,NO,6,2500,0.0,0.0,0.0,0.0
CJ Dippre,TE,TE/FLEX,NE,6,2500,0.0,0.0,0.0,0.0
Gee Scott Jr.,TE,TE/FLEX,NE,6,2500,0.0,0.0,0.0,0.0
Robert Tonyan,TE,TE/FLEX,KC,6,2500,0.0,0.0,0.0,0.0
Jared Wiley,TE,TE/FLEX,KC,6,2500,0.0,0.0,0.0,0.0
Jake Briningstool,TE,TE/FLEX,KC,6,2500,0.0,0.0,0.0,0.0
Tre Watson,TE,TE/FLEX,KC,6,2500,0.0,0.0,0.0,0.0
James Winchester,TE,TE/FLEX,KC,6,2500,0.0,0.0,0.0,0.0
Ross Dwelley,TE,TE/FLEX,DET,6,2500,0.0,0.0,0.0,0.0
Shane Zylstra,TE,TE/FLEX,DET,6,2500,0.0,0.0,0.0,0.0
Kenny Yeboah,TE,TE/FLEX,DET,6,2500,0.0,0.0,0.0,0.0
Zach Horton,TE,TE/FLEX,DET,6,2500,0.0,0.0,0.0,0.0
Dawson Knox,TE,TE/FLEX,BUF,6,2500,0.45%,8.9,2.9,6.0
Jackson Hawes,TE,TE/FLEX,BUF,6,2500,0.01%,0.0,0.0,0.0
Keleki Latu,TE,TE/FLEX,BUF,6,2500,0.0,0.0,0.0,0.0
Charlie Woerner,TE,TE/FLEX,ATL,6,2500,0.0,0.0,0.0,0.0
Teagan Quitoriano,TE,TE/FLEX,ATL,6,2500,0.0,0.0,0.0,0.0
Feleipe Franks,TE,TE/FLEX,ATL,6,2500,0.0,0.0,0.0,0.0
Joshua Simon,TE,TE/FLEX,ATL,6,2500,0.0,0.0,0.0,0.0
John Bates,TE,TE/FLEX,WAS,6,2500,0.03%,0.0,0.0,0.0
Ben Sinnott,TE,TE/FLEX,WAS,6,2500,0.02%,0.0,0.0,0.0
Colson Yankoff,TE,TE/FLEX,WAS,6,2500,0.0,0.0,0.0,0.0
Tyree Jackson,TE,TE/FLEX,WAS,6,2500,0.0,0.0,0.0,0.0
Tyler Ott,TE,TE/FLEX,WAS,6,2500,0.0,0.0,0.0,0.0
Lawrence Cager,TE,TE/FLEX,WAS,6,2500,0.0,0.0,0.0,0.0
Durham Smythe,TE,TE/FLEX,CHI,6,2500,0.0,0.0,0.0,0.0
Nikola Kalinic,TE,TE/FLEX,CHI,6,2500,0.0,0.0,0.0,0.0
Stephen Carlson,TE,TE/FLEX,CHI,6,2500,0.0,0.0,0.0,0.0
Titans,DST,DST,TEN,6,2400,6.22%,5.0,0.0,0.0
Saints,DST,DST,NO,6,2400,4.43%,1.0,0.0,0.0
Panthers,DST,DST,CAR,6,2300,0.78%,0.0,0.0,0.0
Falcons,DST,DST,ATL,6,2300,1.51%,9.0,0.0,0.0
Giants,DST,DST,NYG,6,2200,1.70%,8.0,0.0,0.0
Dolphins,DST,DST,MIA,6,2200,6.96%,2.0,0.0,0.0
Jets,DST,DST,NYJ,6,2100,2.68%,9.0,0.0,0.0
Ravens,DST,DST,BAL,6,2100,1.66%,5.0,0.0,0.0
Bengals,DST,DST,CIN,6,2000,2.15%,3.0,0.0,0.0
Jonathan Taylor,RB,RB/FLEX,IND,7,8800,10.56%,34.2,16.2,18.0
Puka Nacua,WR,WR/FLEX,LAR,7,8700,0.10%,0.0,0.0,0.0
Christian McCaffrey,RB,RB/FLEX,SF,7,8500,16.39%,42.1,30.1,12.0
Bijan Robinson,RB,RB/FLEX,ATL,7,8300,25.21%,21.2,15.2,6.0
Amon-Ra St. Brown,WR,WR/FLEX,DET,7,8200,11.34%,20.6,14.6,6.0
De'Von Achane,RB,RB/FLEX,MIA,7,8100,3.28%,12.8,12.8,0.0
Ja'Marr Chase,WR,WR/FLEX,CIN,7,8000,12.52%,41.1,35.1,6.0
Jaxon Smith-Njigba,WR,WR/FLEX,SEA,7,7900,14.21%,29.3,23.3,6.0
Josh Jacobs,RB,RB/FLEX,GB,7,7800,5.54%,18.8,6.8,12.0
Saquon Barkley,RB,RB/FLEX,PHI,7,7700,4.92%,5.2,5.2,0.0
Justin Jefferson,WR,WR/FLEX,MIN,7,7600,4.75%,12.9,12.9,0.0
CeeDee Lamb,WR,WR/FLEX,DAL,7,7500,8.78%,25.0,19.0,6.0
Jahmyr Gibbs,RB,RB/FLEX,DET,7,7500,9.79%,39.8,27.8,12.0
George Pickens,WR,WR/FLEX,DAL,7,7300,10.00%,12.2,12.2,0.0
Davante Adams,WR,WR/FLEX,LAR,7,7200,11.42%,26.5,8.5,18.0
Nico Collins,WR,WR/FLEX,HOU,7,7100,5.32%,6.7,6.7,0.0
Patrick Mahomes,QB,QB,KC,7,7000,10.27%,26.24,14.24,12.0
Ashton Jeanty,RB,RB/FLEX,LV,7,7000,1.69%,4.4,4.4,0.0
Emeka Egbuka,WR,WR/FLEX,TB,7,7000,0.69%,9.8,9.8,0.0
Jayden Daniels,QB,QB,WAS,7,6900,12.90%,18.74,8.74,10.0
Bucky Irving,RB,RB/FLEX,TB,7,6900,0.01%,0.0,0.0,0.0
Rico Dowdle,RB,RB/FLEX,CAR,7,6800,11.14%,10.6,10.6,0.0
Jalen Hurts,QB,QB,PHI,7,6700,1.71%,27.04,15.04,12.0
Javonte Williams,RB,RB/FLEX,DAL,7,6700,12.45%,21.8,15.8,6.0
Kyren Williams,RB,RB/FLEX,LAR,7,6600,6.74%,8.5,8.5,0.0
Rome Odunze,WR,WR/FLEX,CHI,7,6600,8.70%,5.1,5.1,0.0
Baker Mayfield,QB,QB,TB,7,6600,5.94%,12.12,8.12,4.0
Garrett Wilson,WR,WR/FLEX,NYJ,7,6500,0.02%,0.0,0.0,0.0
Cam Skattebo,RB,RB/FLEX,NYG,7,6500,5.74%,18.4,12.4,6.0
Dak Prescott,QB,QB,DAL,7,6500,9.04%,23.26,11.26,12.0
Mike Evans,WR,WR/FLEX,TB,7,6500,2.74%,0.0,0.0,0.0
Brian Thomas Jr.,WR,WR/FLEX,JAX,7,6400,3.08%,6.1,6.1,0.0
Tetairoa McMillan,WR,WR/FLEX,CAR,7,6400,2.35%,6.3,6.3,0.0
Justin Herbert,QB,QB,LAC,7,6400,2.30%,32.9,20.9,12.0
Rachaad White,RB,RB/FLEX,TB,7,6400,7.73%,8.4,8.4,0.0
Jaylen Waddle,WR,WR/FLEX,MIA,7,6300,3.84%,2.5,2.5,0.0
Breece Hall,RB,RB/FLEX,NYJ,7,6300,11.04%,7.2,7.2,0.0
Drake Maye,QB,QB,NE,7,6300,4.81%,23.08,15.08,8.0
Jordan Mason,RB,RB/FLEX,MIN,7,6200,4.73%,11.7,5.7,6.0
Jordan Love,QB,QB,GB,7,6200,1.55%,13.36,9.36,4.0
Deebo Samuel Sr.,WR,WR/FLEX,WAS,7,6200,1.07%,0.0,0.0,0.0
Drake London,WR,WR/FLEX,ATL,7,6200,23.44%,8.2,8.2,0.0
Matthew Stafford,QB,QB,LAR,7,6100,2.68%,27.38,7.38,20.0
Xavier Worthy,WR,WR/FLEX,KC,7,6100,3.73%,7.8,7.8,0.0
Jacory Croskey-Merritt,RB,RB/FLEX,WAS,7,6100,12.50%,4.2,4.2,0.0
Tee Higgins,WR,WR/FLEX,CIN,7,6000,4.42%,21.6,15.6,6.0
Quinshon Judkins,RB,RB/FLEX,CLE,7,6000,25.76%,26.4,8.4,18.0
Daniel Jones,QB,QB,IND,7,6000,1.85%,22.22,14.22,8.0
Ladd McConkey,WR,WR/FLEX,LAC,7,6000,7.86%,15.7,15.7,0.0
Jared Goff,QB,QB,DET,7,6000,6.85%,12.34,8.34,4.0
Kenneth Gainwell,RB,RB/FLEX,PIT,7,5900,4.55%,3.5,3.5,0.0
Alvin Kamara,RB,RB/FLEX,NO,7,5900,1.80%,5.9,5.9,0.0
Courtland Sutton,WR,WR/FLEX,DEN,7,5900,10.81%,16.7,16.7,0.0
Quentin Johnston,WR,WR/FLEX,LAC,7,5900,3.16%,11.0,5.0,6.0
Brock Purdy,QB,QB,SF,7,5900,0.15%,0.0,0.0,0.0
Caleb Williams,QB,QB,CHI,7,5800,7.47%,5.68,5.68,0.0
A.J. Brown,WR,WR/FLEX,PHI,7,5800,2.43%,31.1,19.1,12.0
Chuba Hubbard,RB,RB/FLEX,CAR,7,5800,0.13%,7.5,7.5,0.0
Terry McLaurin,WR,WR/FLEX,WAS,7,5800,0.12%,0.0,0.0,0.0
Travis Etienne Jr.,RB,RB/FLEX,JAX,7,5700,3.19%,6.5,6.5,0.0
DK Metcalf,WR,WR/FLEX,PIT,7,5700,25.32%,8.0,8.0,0.0
D'Andre Swift,RB,RB/FLEX,CHI,7,5700,6.15%,23.8,17.8,6.0
DeVonta Smith,WR,WR/FLEX,PHI,7,5700,1.38%,36.3,30.3,6.0
Justin Fields,QB,QB,NYJ,7,5700,2.06%,4.04,4.04,0.0
Trey McBride,TE,TE/FLEX,ARI,7,5700,6.77%,29.4,17.4,12.0
Rashee Rice,WR,WR/FLEX,KC,7,5600,24.81%,23.2,11.2,12.0
Stefon Diggs,WR,WR/FLEX,NE,7,5600,3.25%,13.9,13.9,0.0
